Station;Sampledate;IsIntegrated;Chl-a (mg m^-3;Notes;Depth
B3;1998-08-07 07:05:00;1;0,81;;20
B3;1998-08-07 07:05:00;1;0,85;;20
A13;1998-08-18 10:00:00;1;0,89;;20
A13;1998-08-18 10:00:00;1;0,96;;20
B3;1998-08-20 07:45:00;1;1,09;;20
B3;1998-08-20 07:45:00;1;1,08;;20
A13;1998-09-01 09:00:00;1;1,86;;20
A13;1998-09-01 09:00:00;1;1,92;;20
B3;1998-09-02 07:00:00;1;1,26;;20
B3;1998-09-02 07:00:00;1;1,73;;20
GA1;1998-09-02 16:50:00;1;0,82;;20
GA1;1998-09-02 16:50:00;1;0,73;;20
A13;1998-09-15 08:20:00;1;0,70;;20
A13;1998-09-15 08:20:00;1;0,67;;20
C1;1998-09-16 09:27:00;1;1,50;;20
C1;1998-09-16 09:27:00;1;1,48;;20
B3;1998-09-18 08:00:00;1;1,86;;20
B3;1998-09-18 08:00:00;1;1,86;;20
B3;1998-09-30 08:40:00;1;2,58;;20
B3;1998-09-30 08:40:00;1;2,96;;20
B3;1998-10-13 09:15:00;1;1,45;;20
B3;1998-10-13 09:15:00;1;1,41;;20
A13;1998-11-10 08:00:00;1;0,27;;20
A13;1998-11-10 08:00:00;1;0,24;;20
B3;1998-11-13 08:30:00;1;1,95;;20
B3;1998-11-13 08:30:00;1;1,49;;20
GA1;1998-11-30 16:15:00;1;0,10;;20
GA1;1998-11-30 16:15:00;1;0,10;;20
B3;1998-12-02 09:10:00;1;0,37;;20
B3;1998-12-02 09:10:00;1;0,37;;20
A13;1999-01-12 08:30:00;1;-0,07;;20
A13;1999-01-12 08:30:00;1;-0,06;;20
B3;1999-01-13 09:30:00;1;0,12;;20
B3;1999-01-13 09:30:00;1;0,09;;20
C1;1999-01-14 09:05:00;1;0,19;;20
C1;1999-01-14 09:05:00;1;0,35;;20
B3;1999-02-03 10:00:00;1;0,33;;20
B3;1999-02-03 10:00:00;1;0,34;;20
GA1;1999-02-04 09:00:00;1;0,63;;20
GA1;1999-02-04 09:00:00;1;0,76;;20
B3;1999-03-17 10:30:00;1;0,19;;20
B3;1999-03-17 10:30:00;1;0,18;;20
A13;1999-03-24 14:00:00;1;-0,05;;20
A13;1999-03-24 14:00:00;1;-0,08;;20
C1;1999-03-30 08:01:00;1;1,26;;20
C1;1999-03-30 08:01:00;1;1,25;;20
B3;1999-03-31 10:15:00;1;0,35;;20
B3;1999-03-31 10:15:00;1;0,42;;20
B3;1999-04-15 09:30:00;1;3,15;;20
B3;1999-04-15 09:30:00;1;3,43;;20
A13;1999-05-04 10:35:00;1;0,46;;20
A13;1999-05-04 10:35:00;1;0,45;;20
C1;1999-05-05 08:35:00;1;4,21;;20
C1;1999-05-05 08:35:00;1;4,60;;20
A13;1999-05-18 10:50:00;1;0,87;;20
A13;1999-05-18 10:50:00;1;0,84;;20
RA1;1999-05-19 07:20:00;1;0,13;;5
RA1;1999-05-19 07:20:00;1;0,16;;5
RA2;1999-05-19 08:30:00;1;0,64;;10
RA2;1999-05-19 08:30:00;1;0,64;;10
RA3;1999-05-19 09:40:00;1;1,34;;10
RA3;1999-05-19 09:40:00;1;1,37;;10
B3;1999-05-20 07:40:00;1;1,67;;20
B3;1999-05-20 07:40:00;1;2,31;;20
A13;1999-06-01 08:00:00;1;1,46;;20
A13;1999-06-01 08:00:00;1;1,43;;20
RA1;1999-06-02 08:10:00;1;1,01;;5
RA1;1999-06-02 08:10:00;1;1,16;;5
RA2;1999-06-02 09:45:00;1;2,52;;10
RA2;1999-06-02 09:45:00;1;2,52;;10
RA3;1999-06-02 11:00:00;1;2,32;;10
RA3;1999-06-02 11:00:00;1;2,52;;10
B3;1999-06-03 08:00:00;1;1,18;;20
B3;1999-06-03 08:00:00;1;1,24;;20
GA1;1999-06-03 18:50:00;1;2,14;;20
GA1;1999-06-03 18:50:00;1;2,09;;20
C1;1999-06-04 07:05:00;1;3,82;;20
C1;1999-06-04 07:05:00;1;3,66;;20
A13;1999-06-15 07:12:00;1;1,38;;20
A13;1999-06-15 07:12:00;1;1,38;;20
RA1;1999-06-16 08:30:00;1;1,36;;5
RA1;1999-06-16 08:30:00;1;1,33;;5
RA2;1999-06-16 10:30:00;1;1,74;;10
RA2;1999-06-16 10:30:00;1;1,58;;10
RA3;1999-06-16 12:00:00;1;1,48;;10
RA3;1999-06-16 12:00:00;1;2,00;;10
B3;1999-06-17 07:40:00;1;1,41;;20
B3;1999-06-17 07:40:00;1;1,41;;20
C1;1999-06-30 13:30:00;1;2,04;;20
C1;1999-06-30 13:30:00;1;1,97;;20
GA1;1999-06-30 18:50:00;1;2,30;;20
GA1;1999-06-30 18:50:00;1;2,16;;20
B3;1999-07-01 07:40:00;1;1,45;;20
B3;1999-07-01 07:40:00;1;1,43;;20
A13;1999-08-10 12:00:00;1;2,15;;20
A13;1999-08-10 12:00:00;1;2,86;;20
RA1;1999-08-11 08:00:00;1;4,06;;5
RA1;1999-08-11 08:00:00;1;3,95;;5
RA2;1999-08-11 10:00:00;1;2,31;;10
RA2;1999-08-11 10:00:00;1;2,49;;10
RA3;1999-08-11 11:30:00;1;2,22;;10
RA3;1999-08-11 11:30:00;1;2,52;;10
B3;1999-08-12 09:30:00;1;1,50;;20
B3;1999-08-12 09:30:00;1;1,81;;20
C1;1999-08-25 13:15:00;1;1,18;;20
C1;1999-08-25 13:15:00;1;1,22;;20
GA1;1999-08-25 07:50:00;1;0,95;;20
GA1;1999-08-25 07:50:00;1;0,85;;20
B3;1999-08-26 07:55:00;1;0,50;;20
B3;1999-08-26 07:55:00;1;0,47;;20
A13;1999-09-07 08:20:00;1;1,83;;20
A13;1999-09-07 08:20:00;1;1,63;;20
C1;1999-09-08 08:00:00;1;1,50;;20
C1;1999-09-08 08:00:00;1;1,88;;20
B3;1999-09-09 08:20:00;1;1,99;;20
B3;1999-09-09 08:20:00;1;1,80;;20
A13;1999-09-21 09:40:00;1;2,44;;20
A13;1999-09-21 09:40:00;1;2,15;;20
C1;1999-09-22 10:03:00;1;2,25;;20
C1;1999-09-22 10:03:00;1;2,68;;20
B3;1999-09-23 08:20:00;1;1,87;;20
B3;1999-09-23 08:20:00;1;2,18;;20
B3;1999-10-04 09:00:00;1;2,69;;20
B3;1999-10-04 09:00:00;1;2,81;;20
A13;1999-10-05 07:10:00;1;2,28;;20
A13;1999-10-05 07:10:00;1;2,81;;20
C1;1999-10-07 07:10:00;1;2,28;;20
C1;1999-10-07 07:10:00;1;1,85;;20
C1;1999-10-20 08:10:00;1;1,33;;20
C1;1999-10-20 08:10:00;1;1,57;;20
B3;1999-10-21 07:55:00;1;0,85;;20
B3;1999-10-21 07:55:00;1;0,85;;20
GA1;1999-11-15 14:55:00;1;0,56;;20
GA1;1999-11-15 14:55:00;1;0,43;;20
RA1;1999-11-16 14:10:00;1;0,91;;5
RA1;1999-11-16 14:10:00;1;0,94;;5
RA2;1999-11-16 15:10:00;1;0,84;;10
RA2;1999-11-16 15:10:00;1;0,79;;10
RA3;1999-11-16 16:30:00;1;0,69;;10
RA3;1999-11-16 16:30:00;1;0,75;;10
B3;1999-11-17 09:00:00;1;0,41;;20
B3;1999-11-17 09:00:00;1;0,40;;20
A13;1999-12-07 08:30:00;1;0,33;;20
A13;1999-12-07 08:30:00;1;0,36;;20
C1;1999-12-08 08:00:00;1;0,38;;20
C1;1999-12-08 08:00:00;1;0,28;;20
B3;1999-12-10 08:00:00;1;0,77;;20
B3;1999-12-10 08:00:00;1;0,84;;20
C3;2000-01-24 17:50:00;1;0,36;;20
C3;2000-01-24 17:50:00;1;0,35;;20
GA1;2000-01-24 14:15:00;1;0,22;;20
GA1;2000-01-24 14:15:00;1;0,23;;20
C14;2000-01-25 07:00:00;1;0,32;;20
C14;2000-01-25 07:00:00;1;0,30;;20
B3;2000-01-26 08:10:00;1;0,34;;20
B3;2000-01-26 08:10:00;1;0,35;;20
A5;2000-01-27 08:05:00;1;0,31;;20
A5;2000-01-27 08:05:00;1;0,31;;20
A13;2000-01-27 13:00:00;1;0,29;;20
A13;2000-01-27 13:00:00;1;0,30;;20
C3;2000-02-08 15:00:00;1;0,15;;20
C3;2000-02-08 15:00:00;1;0,14;;20
C14;2000-02-08 20:07:00;1;0,03;;20
C14;2000-02-08 20:07:00;1;0,06;;20
B7;2000-02-09 08:25:00;1;0,12;;20
B7;2000-02-09 08:25:00;1;0,11;;20
A5;2000-02-10 05:30:00;1;-0,04;;20
A5;2000-02-10 05:30:00;1;-0,02;;20
A13;2000-02-10 15:20:00;1;-0,02;;20
A13;2000-02-10 15:20:00;1;-0,04;;20
B3;2000-03-01 11:10:00;1;0,54;;20
B3;2000-03-01 11:10:00;1;0,53;;20
B7;2000-03-28 09:45:00;1;2,44;;20
B7;2000-03-28 09:45:00;1;2,61;;20
B3;2000-04-12 08:50:00;1;4,48;;20
B3;2000-04-12 08:50:00;1;5,73;;20
C3;2000-04-25 16:15:00;1;6,80;;20
C3;2000-04-25 16:15:00;1;7,16;;20
C14;2000-04-25 20:05:00;1;4,71;;20
C14;2000-04-25 20:05:00;1;5,13;;20
B7;2000-04-26 08:00:00;1;4,81;;20
B7;2000-04-26 08:00:00;1;4,37;;20
C14;2000-05-15 20:50:00;1;3,00;;20
C14;2000-05-15 20:50:00;1;3,57;;20
GA1;2000-05-15 14:30:00;1;1,83;;20
GA1;2000-05-15 14:30:00;1;1,97;;20
B3;2000-05-16 09:15:00;1;2,65;;20
B3;2000-05-16 09:15:00;1;2,48;;20
C3;2000-05-16 01:10:00;1;2,67;;20
C3;2000-05-16 01:10:00;1;3,97;;20
A5;2000-05-17 14:50:00;1;0,87;;20
A5;2000-05-17 14:50:00;1;0,78;;20
A13;2000-05-17 19:05:00;1;0,34;;20
A13;2000-05-17 19:05:00;1;0,37;;20
RA1;2000-05-17 07:03:00;1;0,20;;5
RA1;2000-05-17 07:03:00;1;0,51;;5
RA2;2000-05-17 08:45:00;1;0,07;;10
RA2;2000-05-17 08:45:00;1;0,03;;10
RA3;2000-05-17 10:35:00;1;0,71;;20
RA3;2000-05-17 10:35:00;1;0,70;;20
B7;2000-05-22 08:59:00;1;2,55;;20
B7;2000-05-22 08:59:00;1;1,97;;20
A5;2000-05-23 08:07:00;1;0,84;;20
A5;2000-05-23 08:07:00;1;0,96;;20
A13;2000-05-23 12:22:00;1;0,77;;20
A13;2000-05-23 12:22:00;1;0,68;;20
C3;2000-05-24 15:30:00;1;2,42;;20
C3;2000-05-24 15:30:00;1;2,79;;20
C14;2000-05-24 07:45:00;1;2,32;;20
C14;2000-05-24 07:45:00;1;2,66;;20
C3;2000-06-05 17:15:00;1;0,85;;20
C3;2000-06-05 17:15:00;1;0,93;;20
C14;2000-06-05 21:50:00;1;1,52;;20
C14;2000-06-05 21:50:00;1;1,37;;20
B3;2000-06-06 09:35:00;1;1,29;;20
B3;2000-06-06 09:35:00;1;1,30;;20
GA1;2000-06-06 14:15:00;1;1,37;;20
GA1;2000-06-06 14:15:00;1;0,81;;20
A5;2000-06-07 14:10:00;1;0,99;;20
A5;2000-06-07 14:10:00;1;0,80;;20
A13;2000-06-07 18:30:00;1;1,10;;20
A13;2000-06-07 18:30:00;1;0,95;;20
RA1;2000-06-07 07:20:00;1;0,93;;5
RA1;2000-06-07 07:20:00;1;0,85;;5
RA2;2000-06-07 08:40:00;1;2,59;;10
RA2;2000-06-07 08:40:00;1;3,69;;10
RA3;2000-06-07 10:10:00;1;0,98;;20
RA3;2000-06-07 10:10:00;1;0,97;;20
A5;2000-07-04 07:10:00;1;1,79;;20
A5;2000-07-04 07:10:00;1;1,64;;20
A13;2000-07-04 12:15:00;1;1,01;;20
A13;2000-07-04 12:15:00;1;1,08;;20
C3;2000-07-05 17:10:00;1;1,08;;20
C3;2000-07-05 17:10:00;1;1,14;;20
C14;2000-07-05 07:05:00;1;1,05;;20
C14;2000-07-05 07:05:00;1;1,14;;20
B7;2000-07-06 09:22:00;1;1,35;;20
B7;2000-07-06 09:22:00;1;1,42;;20
A5;2000-08-01 08:00:00;1;1,57;;20
A5;2000-08-01 08:00:00;1;1,54;;20
A13;2000-08-01 12:20:00;1;2,64;;20
A13;2000-08-01 12:20:00;1;2,54;;20
C3;2000-08-02 15:05:00;1;1,32;;20
C3;2000-08-02 15:05:00;1;1,30;;20
C14;2000-08-02 07:05:00;1;0,75;;20
C14;2000-08-02 07:05:00;1;0,91;;20
B3;2000-08-03 07:05:00;1;1,68;;20
B3;2000-08-03 07:05:00;1;1,28;;20
C3;2000-08-14 18:15:00;1;1,50;;20
C3;2000-08-14 18:15:00;1;1,43;;20
C14;2000-08-14 22:35:00;1;1,26;;20
C14;2000-08-14 22:35:00;1;1,12;;20
GA1;2000-08-14 15:00:00;1;0,97;;20
GA1;2000-08-14 15:00:00;1;1,16;;20
B7;2000-08-15 10:00:00;1;1,78;;20
B7;2000-08-15 10:00:00;1;1,81;;20
A5;2000-08-16 16:20:00;1;0,33;;20
A5;2000-08-16 16:20:00;1;0,34;;20
A13;2000-08-16 21:00:00;1;0,85;;20
A13;2000-08-16 21:00:00;1;2,04;;20
RA1;2000-08-16 09:40:00;1;3,62;;5
RA1;2000-08-16 09:40:00;1;3,41;;5
RA2;2000-08-16 10:25:00;1;1,49;;10
RA2;2000-08-16 10:25:00;1;1,74;;10
RA3;2000-08-16 11:55:00;1;1,43;;20
RA3;2000-08-16 11:55:00;1;1,23;;20
B3;2000-09-06 09:45:00;1;0,91;;20
B3;2000-09-06 09:45:00;1;0,89;;20
C3;2000-09-11 18:15:00;1;1,04;;20
C3;2000-09-11 18:15:00;1;0,99;;20
C14;2000-09-12 03:36:00;1;1,06;;20
C14;2000-09-12 03:36:00;1;1,09;;20
RA1;2000-09-13 08:54:00;1;1,94;;5
RA1;2000-09-13 08:54:00;1;2,14;;5
RA2;2000-09-13 09:00:00;1;1,25;;10
RA2;2000-09-13 09:00:00;1;1,15;;10
RA3;2000-09-13 11:00:00;1;1,12;;20
RA3;2000-09-13 11:00:00;1;1,10;;20
B7;2000-10-03 10:50:00;1;1,91;;20
B7;2000-10-03 10:50:00;1;1,96;;20
B3;2000-10-16 08:00:00;1;1,28;;20
B3;2000-10-16 08:00:00;1;1,28;;20
C3;2000-11-06 17:10:00;1;0,67;;20
C3;2000-11-06 17:10:00;1;0,98;;20
GA1;2000-11-06 13:50:00;1;0,41;;20
GA1;2000-11-06 13:50:00;1;0,35;;20
C14;2000-11-07 09:00:00;1;0,81;;20
C14;2000-11-07 09:00:00;1;1,04;;20
A5;2000-11-09 13:45:00;1;0,33;;20
A5;2000-11-09 13:45:00;1;0,31;;20
A13;2000-11-09 18:05:00;1;0,31;;20
A13;2000-11-09 18:05:00;1;0,29;;20
RA1;2000-11-09 07:30:00;1;0,55;;5
RA1;2000-11-09 07:30:00;1;0,61;;5
RA2;2000-11-09 08:30:00;1;0,72;;10
RA2;2000-11-09 08:30:00;1;0,81;;10
RA3;2000-11-09 09:50:00;1;0,89;;20
RA3;2000-11-09 09:50:00;1;0,92;;20
C3;2000-12-04 15:45:00;1;0,58;;20
C3;2000-12-04 15:45:00;1;0,80;;20
C14;2000-12-04 19:30:00;1;0,39;;20
C14;2000-12-04 19:30:00;1;0,39;;20
B7;2000-12-05 09:05:00;1;0,31;;20
B7;2000-12-05 09:05:00;1;0,21;;20
A5;2000-12-06 07:00:00;1;0,15;;20
A5;2000-12-06 07:00:00;1;0,23;;20
B7;2001-01-16 10:38:00;1;0,89;;10
B7;2001-01-16 10:38:00;1;0,93;;10
B3;2001-01-31 09:00:00;1;0,21;;10
B3;2001-01-31 09:00:00;1;0,18;;10
C3;2001-02-11 08:02:00;1;0,01;;10
C3;2001-02-11 08:02:00;1;-0,08;;10
C14;2001-02-11 01:10:00;1;-0,12;;10
C14;2001-02-11 01:10:00;1;-0,08;;10
GA1;2001-02-11 13:00:00;1;0,09;;10
GA1;2001-02-11 13:00:00;1;-0,02;;10
C3;2001-02-27 14:40:00;1;0,06;;10
C3;2001-02-27 14:40:00;1;0,14;;10
C14;2001-02-27 09:20:00;1;-0,09;;10
C14;2001-02-27 09:20:00;1;-0,07;;10
B7;2001-02-28 11:25:00;1;0,23;;10
B7;2001-02-28 11:25:00;1;0,20;;10
A13;2001-03-20 13:25:00;1;0,15;;10
A13;2001-03-20 13:25:00;1;0,15;;10
B3;2001-03-27 10:00:00;1;0,45;;10
B3;2001-03-27 10:00:00;1;0,18;;10
B7;2001-04-10 10:15:00;1;1,71;;10
B7;2001-04-10 10:15:00;1;1,66;;10
C3;2001-04-24 14:05:00;1;4,45;;10
C3;2001-04-24 14:05:00;1;4,30;;10
C14;2001-04-24 08:10:00;1;2,82;;10
C14;2001-04-24 08:10:00;1;3,05;;10
B3;2001-04-25 07:20:00;1;3,30;;10
B3;2001-04-25 07:20:00;1;3,45;;10
A5;2001-05-08 12:15:00;1;0,54;;10
A5;2001-05-08 12:15:00;1;0,40;;10
A13;2001-05-08 07:30:00;1;0,51;;10
A13;2001-05-08 07:30:00;1;0,57;;10
B7;2001-05-09 11:20:00;1;1,73;;10
B7;2001-05-09 11:20:00;1;1,70;;10
GA1;2001-05-09 18:15:00;1;3,42;;10
GA1;2001-05-09 18:15:00;1;4,44;;10
C3;2001-05-10 11:15:00;1;2,88;;10
C3;2001-05-10 11:15:00;1;3,48;;10
C14;2001-05-10 07:05:00;1;3,73;;10
C14;2001-05-10 07:05:00;1;4,63;;10
C14;2001-05-21 19:58:00;1;2,82;;10
C14;2001-05-21 19:58:00;1;3,33;;10
GA1;2001-05-21 14:29:00;1;2,81;;10
GA1;2001-05-21 14:29:00;1;2,82;;10
A5;2001-05-22 20:16:00;1;1,65;;10
A5;2001-05-22 20:16:00;1;1,73;;10
A13;2001-05-22 15:34:00;1;0,80;;10
A13;2001-05-22 15:34:00;1;0,67;;10
C3;2001-05-22 00:52:00;1;2,75;;10
C3;2001-05-22 00:52:00;1;2,77;;10
RA1;2001-05-23 08:40:00;1;0,42;;5
RA1;2001-05-23 08:40:00;1;0,60;;5
RA2;2001-05-23 07:15:00;1;0,95;;10
RA2;2001-05-23 07:15:00;1;1,00;;10
RA3;2001-05-23 10:47:00;1;1,45;;10
RA3;2001-05-23 10:47:00;1;1,48;;10
C3;2001-06-11 18:10:00;1;1,25;;10
C3;2001-06-11 18:10:00;1;1,03;;10
C14;2001-06-11 23:00:00;1;1,76;;10
C14;2001-06-11 23:00:00;1;1,41;;10
GA1;2001-06-11 14:45:00;1;1,10;;10
GA1;2001-06-11 14:45:00;1;1,03;;10
A13;2001-06-12 20:00:00;1;2,20;;10
A13;2001-06-12 20:00:00;1;1,88;;10
B7;2001-06-12 08:45:00;1;1,80;;10
B7;2001-06-12 08:45:00;1;1,76;;10
RA2;2001-06-18 18:07:00;1;1,45;;10
RA2;2001-06-18 18:07:00;1;1,57;;10
RA3;2001-06-18 17:00:00;1;1,75;;10
RA3;2001-06-18 17:00:00;1;1,65;;10
A5;2001-06-19 07:05:00;1;1,67;;10
A5;2001-06-19 07:05:00;1;1,59;;10
A5;2001-07-03 10:30:00;1;1,93;;10
A5;2001-07-03 10:30:00;1;2,03;;10
A13;2001-07-03 16:30:00;1;1,49;;10
A13;2001-07-03 16:30:00;1;1,58;;10
B3;2001-07-04 09:07:00;1;2,10;;10
B3;2001-07-04 09:07:00;1;2,11;;10
C3;2001-07-04 18:10:00;1;0,92;;10
C3;2001-07-04 18:10:00;1;0,95;;10
C14;2001-07-05 07:00:00;1;0,71;;10
C14;2001-07-05 07:00:00;1;0,69;;10
C3;2001-07-30 17:50:00;1;0,61;;10
C3;2001-07-30 17:50:00;1;0,55;;10
C14;2001-07-30 22:23:00;1;0,76;;10
C14;2001-07-30 22:23:00;1;0,77;;10
GA1;2001-07-30 14:00:00;1;1,24;;10
GA1;2001-07-30 14:00:00;1;1,15;;10
B7;2001-07-31 09:30:00;1;0,62;;10
B7;2001-07-31 09:30:00;1;0,65;;10
A5;2001-08-01 13:55:00;1;0,50;;10
A5;2001-08-01 13:55:00;1;0,48;;10
A13;2001-08-01 19:35:00;1;1,31;;10
A13;2001-08-01 19:35:00;1;1,38;;10
RA1;2001-08-01 07:30:00;1;1,59;;5
RA1;2001-08-01 07:30:00;1;1,55;;5
RA2;2001-08-01 09:00:00;1;0,57;;10
RA2;2001-08-01 09:00:00;1;0,59;;10
RA3;2001-08-01 10:20:00;1;0,64;;10
RA3;2001-08-01 10:20:00;1;0,73;;10
A5;2001-08-14 08:40:00;1;0,91;;10
A5;2001-08-14 08:40:00;1;0,83;;10
A13;2001-08-14 14:30:00;1;1,30;;10
A13;2001-08-14 14:30:00;1;1,40;;10
B3;2001-08-15 08:15:00;1;1,09;;10
B3;2001-08-15 08:15:00;1;0,98;;10
C3;2001-08-16 17:40:00;1;0,59;;10
C3;2001-08-16 17:40:00;1;0,61;;10
C14;2001-08-16 07:00:00;1;0,69;;10
C14;2001-08-16 07:00:00;1;0,64;;10
A5;2001-09-11 14:00:00;1;1,09;;10
A5;2001-09-11 14:00:00;1;1,17;;10
A13;2001-09-11 08:30:00;1;1,82;;10
A13;2001-09-11 08:30:00;1;1,94;;10
RA1;2001-09-12 08:30:00;1;2,78;;5
RA2;2001-09-12 09:45:00;1;2,20;;10
RA2;2001-09-12 09:45:00;1;2,33;;10
C3;2001-09-13 08:40:00;1;1,40;;10
C3;2001-09-13 08:40:00;1;1,63;;10
C14;2001-09-13 14:30:00;1;1,10;;10
C14;2001-09-13 14:30:00;1;0,99;;10
B7;2001-09-17 10:20:00;1;1,52;;10
B7;2001-09-17 10:20:00;1;1,27;;10
B3;2001-10-04 09:00:00;1;0,62;;10
B3;2001-10-04 09:00:00;1;0,46;;10
B7;2001-10-15 08:38:00;1;1,07;;10
B7;2001-10-15 08:38:00;1;0,90;;10
A5;2001-10-16 12:55:00;1;1,90;;10
A5;2001-10-16 12:55:00;1;1,80;;10
A13;2001-10-16 08:20:00;1;2,30;;10
A13;2001-10-16 08:20:00;1;2,27;;10
GA1;2001-11-05 15:00:00;1;0,77;;10
GA1;2001-11-05 15:00:00;1;0,69;;10
C3;2001-11-06 13:30:00;1;0,92;;10
C3;2001-11-06 13:30:00;1;0,79;;10
C14;2001-11-06 08:05:00;1;-0,32;;10
C14;2001-11-06 08:05:00;1;0,59;;10
A5;2001-11-07 13:30:00;1;0,53;;10
A5;2001-11-07 13:30:00;1;0,46;;10
A13;2001-11-07 08:30:00;1;0,64;;10
A13;2001-11-07 08:30:00;1;0,79;;10
RA2;2001-11-08 09:50:00;1;2,37;;10
RA2;2001-11-08 09:50:00;1;2,52;;10
RA3;2001-11-08 11:10:00;1;0,76;;10
RA3;2001-11-08 11:10:00;1;0,96;;10
B3;2001-11-09 08:40:00;1;1,14;;10
B3;2001-11-09 08:40:00;1;0,85;;10
A5;2001-12-04 08:30:00;1;0,35;;10
A5;2001-12-04 08:30:00;1;0,56;;10
A13;2001-12-04 14:50:00;1;0,09;;10
A13;2001-12-04 14:50:00;1;0,10;;10
B3;2001-12-05 09:50:00;1;0,43;;10
B3;2001-12-05 09:50:00;1;0,46;;10
C3;2001-12-06 12:10:00;1;0,05;;10
C3;2001-12-06 12:10:00;1;0,04;;10
C14;2001-12-06 08:45:00;1;0,24;;10
C14;2001-12-06 08:45:00;1;0,18;;10
C14;2002-01-16 18:55:00;1;0,05;;10
C14;2002-01-16 18:55:00;1;0,07;;10
GA1;2002-01-16 12:30:00;1;-0,01;;10
GA1;2002-01-16 12:30:00;1;0,01;;10
C14;2002-02-12 08:15:00;1;0,10;;10
C14;2002-02-12 08:15:00;1;0,13;;10
C3;2002-02-12 14:15:00;1;0,04;;10
C3;2002-02-12 14:15:00;1;-0,01;;10
B7;2002-02-13 08:40:00;1;0,14;;10
B7;2002-02-13 08:40:00;1;0,15;;10
B3;2002-03-12 15:00:00;1;0,11;;10
B3;2002-03-12 15:00:00;1;0,10;;10
B3;2002-03-12 15:00:00;1;0,24;;10
B3;2002-03-12 15:00:00;1;0,26;;10
B3;2002-03-12 15:00:00;1;0,20;;10
B3;2002-03-12 15:00:00;1;0,15;;10
B7;2002-04-11 10:35:00;1;1,96;;10
B7;2002-04-11 10:35:00;1;1,81;;10
B3;2002-04-11 09:35:00;1;2,09;;10
B3;2002-04-11 09:35:00;1;2,11;;10
A13;2002-04-23 09:40:00;1;0,48;;10
A13;2002-04-23 09:40:00;1;0,49;;10
A5;2002-04-23 14:43:00;1;0,41;;10
A5;2002-04-23 14:43:00;1;0,41;;10
B7;2002-04-24 07:20:00;1;1,62;;10
B7;2002-04-24 07:20:00;1;1,58;;10
GA1;2002-04-24 15:30:00;1;4,21;;10
GA1;2002-04-24 15:30:00;1;3,70;;10
C14;2002-04-25 07:55:00;1;6,31;;10
C14;2002-04-25 07:55:00;1;6,58;;10
C3;2002-04-25 12:20:00;1;7,22;;10
C3;2002-04-25 12:20:00;1;7,16;;10
A13;2002-05-07 08:30:00;1;0,53;;10
A13;2002-05-07 08:30:00;1;0,43;;10
A5;2002-05-07 13:30:00;1;1,15;;10
A5;2002-05-07 13:30:00;1;1,14;;10
C3;2002-05-08 17:05:00;1;3,88;;10
C3;2002-05-08 17:05:00;1;3,93;;10
B3;2002-05-08 07:10:00;1;1,70;;10
B3;2002-05-08 07:10:00;1;1,72;;10
C14;2002-05-09 07:04:00;1;1,92;;10
C14;2002-05-09 07:04:00;1;3,16;;10
C14;2002-05-20 19:50:00;1;1,48;;10
C14;2002-05-20 19:50:00;1;1,26;;10
GA1;2002-05-20 14:30:00;1;1,83;;10
GA1;2002-05-20 14:30:00;1;1,73;;10
C3;2002-05-21 08:05:00;1;1,15;;10
C3;2002-05-21 08:05:00;1;1,07;;10
B7;2002-05-21 14:35:00;1;1,78;;10
B7;2002-05-21 14:35:00;1;1,57;;10
RA1;2002-05-22 09:45:00;1;0,73;;5
RA1;2002-05-22 09:45:00;1;0,75;;5
RA2;2002-05-22 11:25:00;1;0,73;;10
RA2;2002-05-22 11:25:00;1;0,75;;10
RA3;2002-05-22 12:40:00;1;1,52;;10
RA3;2002-05-22 12:40:00;1;1,58;;10
A5;2002-05-23 06:56:00;1;0,48;;10
A5;2002-05-23 06:56:00;1;0,54;;10
C14;2002-06-03 17:50:00;1;1,06;;10
C14;2002-06-03 17:50:00;1;1,08;;10
GA1;2002-06-03 13:00:00;1;2,04;;10
GA1;2002-06-03 13:00:00;1;2,09;;10
C3;2002-06-04 07:00:00;1;1,52;;10
C3;2002-06-04 07:00:00;1;1,50;;10
B3;2002-06-04 13:15:00;1;2,13;;10
B3;2002-06-04 13:15:00;1;2,31;;10
RA1;2002-06-05 09:40:00;1;2,97;;5
RA1;2002-06-05 09:40:00;1;3,14;;5
RA2;2002-06-05 10:50:00;1;0,81;;10
RA2;2002-06-05 10:50:00;1;0,81;;10
RA3;2002-06-05 13:15:00;1;1,17;;10
RA3;2002-06-05 13:15:00;1;1,24;;10
A13;2002-06-06 11:00:00;1;0,68;;10
A13;2002-06-06 11:00:00;1;0,79;;10
A13;2002-06-06 11:00:00;1;0,89;;10
A13;2002-06-06 11:00:00;1;0,86;;10
A5;2002-06-06 06:30:00;1;0,75;;10
A5;2002-06-06 06:30:00;1;0,73;;10
A5;2002-06-06 06:30:00;1;0,78;;10
A5;2002-06-06 06:30:00;1;0,75;;10
A13;2002-07-02 13:15:00;1;3,45;;10
A13;2002-07-02 13:15:00;1;3,47;;10
A5;2002-07-02 08:10:00;1;1,47;;10
A5;2002-07-02 08:10:00;1;1,65;;10
C14;2002-07-03 13:20:00;1;1,06;;10
C14;2002-07-03 13:20:00;1;1,18;;10
C3;2002-07-03 07:50:00;1;1,25;;10
C3;2002-07-03 07:50:00;1;1,25;;10
B7;2002-07-04 08:35:00;1;1,99;;10
