SWEREF99TM_N,SWEREF99TM_E,Län,Lokal,Fiske,redskapet,Fångstområde1,StationsNr1,DJUPSTRATUM,Störning1,Fiskedatum1,Ansträngning,Fångsttyp1,Artbestämning,Antal1,Vikt,Beräknad_vikt1,Antal_per_anstr1,Fisketid_enhet,Fisketid,Redskap_enhet,Antal_Redskap,Lat_grader,Long_grader,Information
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-07-27,2,Provfiskad ,Abborre,1,,"0,051","0,50",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-07-27,2,Provfiskad ,Sik,6,,"1,386","3,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-07-27,2,Provfiskad ,Strömming,1,,"0,061","0,50",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-08-01,2,Provfiskad ,Sik,6,,"1,074","3,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-08-03,2,Provfiskad ,Abborre,5,,"0,488","2,50",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,31, -,NEJ,1991-08-03,2,Provfiskad ,Sik,6,,"1,004","3,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-07-27,2,Provfiskad ,Sik,8,,"1,683","4,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-08-01,2,Provfiskad ,Abborre,2,,"0,163","1,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-08-01,2,Provfiskad ,Sik,3,,"0,422","1,50",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-08-03,2,Provfiskad ,Abborre,8,,"0,987","4,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-08-03,2,Provfiskad ,Sik,8,,"1,319","4,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,32, -,NEJ,1991-08-03,2,Provfiskad ,Strömming,8,,"0,319","4,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,33, -,NEJ,1991-07-27,2,Provfiskad ,Sik,4,,"0,806","2,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,33, -,NEJ,1991-07-27,2,Provfiskad ,Strömming,2,,"0,123","1,00",natt,1,översiktsnät,2,"63,00000","20,00000",
6995437,753074,Västerbottens län,Holmön,Kustöversiktsnät augusti,Kustöversiktsnät  (17 22 25 33 50 mm) - djupnät,3 Djupare område,33, -,NEJ,1991-08-01,2,Provfiskad ,Sik,20,,"3,759","10,00",natt,1,översiktsnät,2,"63,00000","20,00000",
